session_id,date,user_id,subject,start_time,duration_hours,focus_rating,tool,tasks_planned,tasks_completed,distractions,focus_score,learning_risk_score,risk_marker
2f014102-a261-496d-a5c5-1ac8a06ebb48,2026-04-12,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-04-12,3.2,4,Video and notes,6,6,0,84,16,SAFE
fa5cef16-bfc1-4223-ab24-43fc4f93139b,2026-04-13,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-04-13,3.1,4,Video and notes,6,6,1,85,15,SAFE
c6840a60-2c23-4441-aa3a-1a1737ea54fd,2026-04-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-04-16,2.9,4,Practice problems,3,3,0,81,19,SAFE
1dca5838-c27c-4f08-ad14-d985f8264e1b,2026-04-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-04-17,3,3,Practice problems,4,3,0,64,36,MEDIUM
cd7e667b-7e04-44c3-a68e-addae640bbb2,2026-04-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-04-20,1.8,4,Practice problems,6,5,2,81,21,LOW
814b3035-177d-4d44-a545-21da0f10707f,2026-04-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-04-21,1.5,5,Flashcards,2,2,0,96,8,SAFE
90f556cb-269a-4e77-a42d-0e6a8839575b,2026-04-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-04-22,3.1,4,Practice problems,2,2,0,81,19,SAFE
a10bbfee-d4a6-4be6-ab2f-2614536481e6,2026-04-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-04-23,2.3,4,Video and notes,5,4,1,77,23,LOW
55cb8f38-c867-45ea-a1f6-b64350a18162,2026-04-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-04-24,1.2,4,Flashcards,5,4,1,80,26,LOW
c473dfe4-cd57-4514-ac94-1e16d5bc80f3,2026-04-26,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-04-26,1.3,4,Flashcards,3,3,1,77,29,LOW
1d49eb9d-f13e-4d2d-aa24-232455acc6d5,2026-04-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-04-27,1.7,4,Video and notes,5,4,0,79,23,LOW
bb8a62bd-962f-4d08-ae58-2b8b0475d41c,2026-04-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-04-28,1.7,4,Flashcards,3,3,0,77,25,LOW
80490fe4-9c03-4e96-a0ed-ee52baf5e8ec,2026-04-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-04-29,2.6,3,Flashcards,4,3,3,63,37,MEDIUM
9f8f8aff-95f1-4340-a579-172155fe0be6,2026-04-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-04-30,2.9,4,Practice problems,2,2,1,83,17,SAFE
65bd53e8-00c8-4614-aa2c-1e5ba73a8860,2026-05-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-05-01,1.3,4,Practice problems,2,2,0,78,28,LOW
145bdc44-74bc-4f52-a8da-a9befa27274d,2026-05-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-05-03,2.3,4,Video and notes,3,3,1,81,19,SAFE
ff6fa3f5-57ba-4c6a-a277-3eb37a380612,2026-05-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-05-05,3,4,Practice problems,5,5,1,85,15,SAFE
52a5e73f-a8b9-4ed0-a24b-179de9c6fd22,2026-05-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-05-06,2.5,4,Video and notes,2,2,2,82,18,SAFE
3733b526-000c-4dc8-a9ea-36081c707770,2026-05-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-05-07,2.8,4,Video and notes,5,4,0,80,20,LOW
90e6447a-a2c1-4e15-a29b-76c4e251f625,2026-05-09,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-05-09,1.5,4,Video and notes,5,4,0,79,25,LOW
dd79d4e3-f629-4eb7-ab02-cbef42cb2c8e,2026-05-11,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-05-11,1.5,3,Flashcards,5,4,1,62,42,MEDIUM
48c0d4a6-5166-445b-a439-8eb135d97d84,2026-05-12,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-05-12,2,4,Video and notes,2,2,2,80,20,LOW
d0adb476-3ee0-4605-a49d-aba8e0afcaf7,2026-05-15,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-05-15,2.1,4,Video and notes,6,5,1,82,18,SAFE
0953a378-8285-4981-aca4-06fbb58b194e,2026-05-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-05-17,2.2,3,Flashcards,2,2,3,62,38,MEDIUM
55d481f8-64e7-488b-a646-7da27f376d68,2026-05-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-05-19,3.4,3,Video and notes,2,2,1,67,33,LOW
49bd1e24-bd5e-49cf-a746-347ac8c60d70,2026-05-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-05-20,4,3,Video and notes,2,2,0,71,29,LOW
2825a40e-632e-4a14-a4a7-f42c2e9e798d,2026-05-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-05-21,4,4,Video and notes,5,5,0,88,12,SAFE
ae03a210-1819-403b-a285-9da68c38114a,2026-05-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-05-22,3.6,4,Video and notes,4,4,0,87,13,SAFE
a4db0d30-f4a1-458a-aa36-2cd49dc6506a,2026-05-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-05-23,1.9,4,Video and notes,2,2,2,80,21,LOW
d4cf87a2-cc73-412c-a019-99cfb9e10e00,2026-05-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-05-24,3.7,4,Video and notes,6,6,0,84,16,SAFE
a3661ea4-5563-4d84-a432-b2763ced14e8,2026-05-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-05-25,3.5,4,Flashcards,6,6,2,85,15,SAFE
e971fe03-4810-49da-a49d-104b4bdde77e,2026-05-26,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-05-26,1.4,4,Practice problems,6,5,0,78,27,LOW
d59b6596-645c-4993-a48f-3d3fc632d910,2026-05-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-05-27,3.7,4,Practice problems,6,6,0,85,15,SAFE
702d9720-fc11-47b0-ad8c-c4292521c24f,2026-05-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-05-30,3.1,3,Flashcards,3,2,1,64,36,MEDIUM
bd9eb61a-9dc2-46a6-a231-0c7a43c1e05d,2026-05-31,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-05-31,1.7,3,Flashcards,4,3,3,64,38,MEDIUM
fd5e5ccc-d6c4-4d4c-a9e7-e57b3c5de176,2026-06-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-06-02,1.3,4,Video and notes,3,3,1,78,28,LOW
5040d7a3-b445-415e-a745-7e0e6ab51f60,2026-06-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-06-03,1,4,Practice problems,2,2,2,75,33,LOW
c5de20ea-5175-4db0-a784-254eb48ddafa,2026-06-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-06-05,3.4,3,Video and notes,2,2,1,67,33,LOW
5817bdd8-7f1f-4af3-aca2-349a8aedbc3d,2026-06-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-06-06,2.6,3,Practice problems,4,3,1,67,33,LOW
c4d558f6-2f7f-4a6d-a955-5d249fbde598,2026-06-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-06-07,2.6,5,Video and notes,3,3,0,98,2,SAFE
c9c2d89a-8c52-4edd-a02f-6e8e496dc7e4,2026-06-09,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-09,1.4,3,Practice problems,6,5,2,61,44,MEDIUM
e3e10604-eee8-48a2-a01d-71164ab38542,2026-06-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-10,2.9,4,Video and notes,6,5,2,81,19,SAFE
2cb4d8f3-6059-46fc-a912-ee0c5f344743,2026-06-11,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-11,2.7,3,Practice problems,5,4,2,63,37,MEDIUM
16ffa61a-0f87-4caf-a93d-80dc88a265f4,2026-06-12,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-06-12,2.3,3,Practice problems,4,3,3,62,38,MEDIUM
b71332e7-de90-45d9-ac6b-dc517940438b,2026-06-13,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-06-13,2.6,4,Flashcards,6,6,0,84,16,SAFE
52d1a6e4-0efe-4a32-aa5d-929be65ad373,2026-06-14,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-06-14,1.9,3,Flashcards,3,2,0,65,36,MEDIUM
69da0237-2104-44a1-abc4-314db7414962,2026-06-15,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-06-15,1.4,3,Flashcards,6,5,2,57,48,MEDIUM
bc60524a-f469-4880-a7c5-294051e55b78,2026-06-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-16,1,3,Practice problems,5,4,2,56,52,MEDIUM
da927775-4ff9-4d5a-ac07-fb903b418adc,2026-06-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-06-17,1.8,4,Video and notes,6,5,2,79,23,LOW
d504a671-5d91-40b3-ab2e-e6fbf37d041a,2026-06-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-06-18,1.2,3,Video and notes,6,5,3,61,45,MEDIUM
e8f541d8-c058-4864-a394-d917f2f07f32,2026-06-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-06-19,3.3,4,Video and notes,5,5,0,84,16,SAFE
92fd7579-af89-492d-afd1-2d818f544741,2026-06-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-06-21,2.4,3,Flashcards,4,3,3,65,35,MEDIUM
36f2afc2-c70e-4f33-a220-d5e7d4b73aa2,2026-06-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-22,3.8,4,Flashcards,3,3,2,85,15,SAFE
9efced0a-dfb4-4078-acab-944d41e7c64e,2026-06-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-23,2.2,4,Flashcards,5,5,2,83,17,SAFE
b32c3283-86a5-4277-a7a9-f09cf1aee282,2026-06-24,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-06-24,2.3,5,Video and notes,2,2,0,100,0,SAFE
37f86651-5cef-4dc5-aac7-e286b9d15cd8,2026-06-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-06-25,1.7,4,Flashcards,2,2,0,81,21,LOW
614bff1c-f6ee-4f54-a58c-79614d2b8a30,2026-06-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-06-28,1.1,4,Video and notes,5,4,2,78,29,LOW
65fa153c-6881-4b89-a4c4-be119985152f,2026-06-29,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-06-29,1.5,5,Video and notes,2,2,0,96,8,SAFE
44bc3920-2794-43ff-a4df-1f57bde20443,2026-06-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-06-30,2.9,3,Video and notes,2,2,0,66,34,LOW
fb0a5844-35ac-469c-ae01-95f11229fd51,2026-07-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-07-01,2.3,5,Video and notes,6,6,1,98,2,SAFE
31d2e2ac-b471-4255-a536-796cdf4d7d9b,2026-07-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-07-03,2.6,5,Video and notes,5,5,0,99,1,SAFE
89732cbc-9294-4dbd-a4e9-b8b475c5303e,2026-07-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-07-06,1.1,4,Video and notes,5,4,0,77,30,LOW
2ff558fc-a273-48ba-a26f-77ccd318d9d8,2026-07-08,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-07-08,1.4,4,Practice problems,4,4,1,80,25,LOW
3b363cac-99e4-4a72-afc5-4930e6cd5744,2026-07-09,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-07-09,2.8,3,Practice problems,3,2,2,63,37,MEDIUM
f07c34d9-67de-46a2-a3cf-10a0a9c583c5,2026-07-10,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-07-10,2.3,3,Video and notes,4,3,2,62,38,MEDIUM
85cc1869-975d-4ebd-a1f6-7c285d15efe4,2026-07-13,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-07-13,3.1,5,Video and notes,5,5,1,98,2,SAFE
ce51b578-441c-4fc8-ae5f-53841a9154a1,2026-07-14,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-07-14,2.1,3,Practice problems,2,2,1,65,35,MEDIUM
d7d0437b-dc11-4d1e-ab95-142e7300fcf6,2026-07-15,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-07-15,1.1,4,Video and notes,2,2,2,79,28,LOW
6c2d96e7-682b-4e5b-ac39-1305bfaef9bf,2026-07-16,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-07-16,1.3,4,Video and notes,2,2,2,78,28,LOW
d564e431-7250-48b4-a82a-877b15874e61,2026-07-17,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-07-17,2.6,4,Flashcards,4,4,1,82,18,SAFE
9d08a54f-fcb4-48f7-a90c-881e3f75de59,2026-07-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-07-20,2.6,4,Video and notes,3,3,1,82,18,SAFE
42cfd819-c5cd-4577-aff0-5a59773298c1,2026-07-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-07-21,2.3,3,Video and notes,6,5,1,66,34,LOW
c644cb32-baed-47f7-a4c5-8a7a910d5026,2026-07-22,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-07-22,1.9,3,Practice problems,4,3,2,63,38,MEDIUM
e609d38b-a795-4824-ac09-4c6e158cb561,2026-07-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-07-23,3.1,4,Flashcards,5,4,2,79,21,LOW
ec4dd37c-e4e3-4f24-a3f9-b9c6011db33e,2026-07-26,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-07-26,1.9,4,Video and notes,2,2,2,82,19,SAFE
1fc97ebc-0604-4807-add4-67a63480eb20,2026-07-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-07-27,3.1,3,Flashcards,3,2,1,66,34,LOW
b2da8eea-9b14-4d9c-a76b-1211a881349d,2026-07-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-07-28,2,3,Practice problems,6,5,0,65,35,MEDIUM
3125d202-3f49-461c-a4a1-a74cb8298753,2026-07-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-07-30,1.9,5,Practice problems,3,3,0,97,4,SAFE
bda2280f-0229-42e6-ad8e-dff441739bde,2026-08-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-08-02,2.3,4,Practice problems,5,5,0,81,19,SAFE
4436c479-c8c2-4d9e-a016-8979dcb13e4f,2026-08-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-08-03,3.1,5,Flashcards,5,5,1,100,0,SAFE
a1ddaaf9-e955-4873-acc5-f9af02981576,2026-08-04,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-08-04,2,5,Practice problems,6,6,0,99,1,SAFE
7b9c00dd-dfdd-4dcb-ae10-c9138396017b,2026-08-05,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-08-05,1.4,3,Video and notes,5,4,1,61,44,MEDIUM
7171d069-b67b-4ccf-a4f4-1d495f86ffdd,2026-08-06,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-08-06,2.6,4,Video and notes,4,4,0,82,18,SAFE
9d5a807f-e1b8-471d-ac38-eca5d694f425,2026-08-07,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-08-07,2.5,3,Video and notes,4,3,2,67,33,LOW
d38e0bea-4bcf-4d59-ac9b-6dbe8c7fcf4b,2026-08-09,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-08-09,1.1,5,Practice problems,2,2,0,95,12,SAFE
fec9773a-f944-41b8-a3e4-ba0a234f4e71,2026-08-11,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-08-11,2.3,4,Video and notes,2,2,0,83,17,SAFE
3dedb072-cd9d-4343-ab25-7656c589a845,2026-08-14,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-08-14,3.2,3,Video and notes,2,2,2,69,31,LOW
2b85cb6a-68c4-412e-a6c7-5db72e872fc0,2026-08-18,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-08-18,2,4,Practice problems,5,5,2,82,18,SAFE
08fb4333-b68e-4868-ad7f-a058bc09d263,2026-08-19,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-08-19,2.1,4,Video and notes,2,2,0,82,18,SAFE
040e3af9-f638-4086-a8fc-4d08d25c4855,2026-08-20,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-08-20,2,3,Video and notes,2,2,3,63,37,MEDIUM
a625f3a9-374a-4238-a02b-1b37d09b45e2,2026-08-21,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-08-21,1.2,4,Flashcards,3,3,2,80,26,LOW
2456d6f8-bb84-45e9-ac93-9b640817941a,2026-08-23,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-08-23,2.2,3,Video and notes,4,3,0,64,36,MEDIUM
5816dfb4-0d7f-44c5-a13a-21c0a94b9ef8,2026-08-25,6f168c2c-529c-4ec8-9932-90d1b493cf87,Communication Skills,2026-08-25,1.5,4,Flashcards,5,4,2,79,25,LOW
902c8936-43bc-4255-a8bd-059f8b0eab85,2026-08-26,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-08-26,1.4,4,Flashcards,6,5,1,78,27,LOW
798f02bc-3b21-444a-aaf2-d66dcb3e45e1,2026-08-27,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-08-27,2.5,3,Video and notes,5,4,3,65,35,MEDIUM
d2bf50f0-a33f-46c1-ac01-d9e609f595c7,2026-08-28,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-08-28,2.2,3,Flashcards,5,4,0,64,36,MEDIUM
fce02460-2046-452a-a3af-993a821ad55e,2026-08-30,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-08-30,1.2,3,Flashcards,4,3,3,63,43,MEDIUM
a778d1d3-5b6f-4280-af82-0f0ef6b527d8,2026-08-31,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Structures,2026-08-31,2.1,4,Video and notes,5,4,0,80,20,LOW
c071b64c-6744-455c-a183-01b36302b9d5,2026-09-01,6f168c2c-529c-4ec8-9932-90d1b493cf87,System Design,2026-09-01,1.6,3,Flashcards,5,4,0,64,39,MEDIUM
2ee9e713-c323-4d39-aa3d-0de8aa1e0df9,2026-09-02,6f168c2c-529c-4ec8-9932-90d1b493cf87,Mathematics,2026-09-02,2.9,4,Video and notes,6,6,0,85,15,SAFE
b23bbd9f-d372-43a1-a559-9293111e5cab,2026-09-03,6f168c2c-529c-4ec8-9932-90d1b493cf87,Database Systems,2026-09-03,2.8,4,Practice problems,4,4,1,82,18,SAFE
989e1b03-242e-4b30-a783-71aa2defe4ca,2026-09-04,6f168c2c-529c-4ec8-9932-90d1b493cf87,Data Analytics,2026-09-04,2.6,4,Video and notes,3,3,1,82,18,SAFE
