date,day_of_week,week_start,month,is_weekend,user_id,income_inr,total_expenses_inr,net_cash_flow_inr,daily_budget_inr,budget_variance_inr,cash_balance_inr,debt_balance_inr,essential_expenses_inr,discretionary_expenses_inr,financial_risk_score,finance_compliance_status,study_hours,focus_rating,focus_score,tasks_planned,tasks_completed,learning_risk_score,habit_completion_rate,average_habit_streak,sleep_hours,steps,water_liters,mood_score,stress_score,screen_time_hours,goal_progress_score,compliance_score,overall_risk_score,risk_level,active_alerts,productivity_score
2025-12-07,Sunday,2025-12-01,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1844,-1844,2600,-756,197800,156000,1338,506,38,COMPLIANT,1.3,4,80,6,5,26,1,7.5,8,4851,2.2,3.7,3.4,6.6,88,92,25,LOW,0,87
2025-12-08,Monday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1016,-1016,2100,-1084,196784,156000,217,799,38,COMPLIANT,1.8,4,77,2,2,25,0.5,7,7.5,10679,1.8,4.2,2.7,5.9,60,83,32,LOW,0,75
2025-12-09,Tuesday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,393,-393,2100,-1707,196391,156000,393,0,39,COMPLIANT,1.1,4,79,2,2,28,1,7.7,7.6,8415,2.1,4.2,2.9,4.9,64,91,26,LOW,0,91
2025-12-10,Wednesday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,11540,-11540,2100,9440,184851,148000,8352,3188,55,COMPLIANT,0,,,0,0,77,0.25,4.2,7.3,4990,1.9,3.9,2.8,5.4,49,64,59,HIGH,2,38
2025-12-11,Thursday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1470,-1470,2100,-630,183381,148000,651,819,45,COMPLIANT,3.8,4,85,5,5,15,0.75,4.7,7.7,10676,2.1,3.7,3,4.9,74,88,28,LOW,0,86
2025-12-12,Friday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1254,-1254,2100,-846,182127,148000,1254,0,46,COMPLIANT,0,,,0,0,77,1,5.3,7.1,11423,2.1,3.5,3.5,5.1,77,79,44,MEDIUM,0,60
2025-12-13,Saturday,2025-12-08,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,182127,148000,0,0,46,COMPLIANT,3.3,5,99,6,6,5,0.5,5.2,7.5,11333,1.5,3.9,3.4,6.5,67,84,31,LOW,0,85
2025-12-14,Sunday,2025-12-08,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,555,-555,2600,-2045,181572,148000,0,555,46,COMPLIANT,2.7,4,83,3,3,17,0.8,5.8,7.9,5220,2.1,4.2,3,5.7,87,88,28,LOW,0,86
2025-12-15,Monday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,149,-149,2100,-1951,181423,148000,149,0,46,COMPLIANT,2.7,3,63,4,3,37,0.5,5.2,7.5,9432,1.6,3.8,3.5,5.3,62,77,41,MEDIUM,0,62
2025-12-16,Tuesday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,406,-406,2100,-1694,181017,148000,406,0,47,COMPLIANT,2,4,82,2,2,18,1,5.8,7.2,10998,2.3,3.7,3.1,5.7,68,91,26,LOW,0,92
2025-12-17,Wednesday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1611,-1611,2100,-489,179406,148000,947,664,48,COMPLIANT,2.7,3,67,4,3,33,1,6.5,6.6,6302,1.7,3.3,2.5,5.8,70,88,31,LOW,0,79
2025-12-18,Thursday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,635,-635,2100,-1465,178771,148000,635,0,48,COMPLIANT,0,,,0,0,77,0.25,3.3,6.7,5489,1.9,3.5,2.6,5,53,66,56,MEDIUM,1,38
2025-12-19,Friday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2240,-2240,2100,140,176531,148000,2240,0,49,COMPLIANT,1.2,4,80,5,4,26,1,4,6.7,9359,1.9,3.8,3,5.8,75,89,29,LOW,0,86
2025-12-20,Saturday,2025-12-15,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,483,-483,2600,-2117,176048,148000,483,0,49,COMPLIANT,0,,,0,0,77,1,4.7,8.1,10545,2,4.3,2.8,6,79,79,45,MEDIUM,1,60
2025-12-21,Sunday,2025-12-15,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,735,-735,2600,-1865,175313,148000,0,735,50,COMPLIANT,1.4,4,79,3,3,26,0.8,4.5,7.9,7167,2,4.1,2.9,6.4,81,85,33,LOW,0,85
2025-12-22,Monday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,105,-105,2100,-1995,175208,148000,105,0,50,COMPLIANT,3.6,4,83,4,4,17,0.5,4,6.7,4959,1.9,3.6,2.8,6.1,42,81,35,LOW,0,77
2025-12-23,Tuesday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1051,-1051,2100,-1049,174157,148000,1051,0,50,COMPLIANT,2,4,78,4,4,22,0.5,4.2,7.5,10164,1.8,3,3.7,6.5,49,79,39,MEDIUM,0,75
2025-12-24,Wednesday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,97,-97,2100,-2003,174060,148000,97,0,50,COMPLIANT,3.7,4,81,4,4,19,0.25,3.5,7.2,4686,1.7,3.3,3.3,5.4,53,76,40,MEDIUM,1,69
2025-12-25,Thursday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,180,-180,2100,-1920,173880,148000,180,0,50,COMPLIANT,3.9,4,88,2,2,12,1,4.2,6.9,8061,2.2,3,3.3,5.2,77,92,25,LOW,0,95
2025-12-26,Friday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,556,-556,2100,-1544,173324,148000,556,0,51,COMPLIANT,2.2,3,62,3,2,38,0.5,4.2,6.9,10812,2,3.7,3.6,6.3,82,76,43,MEDIUM,0,60
2025-12-27,Saturday,2025-12-22,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,607,-607,2600,-1993,172717,148000,0,607,51,COMPLIANT,2.1,3,63,6,5,37,0.75,4.7,8,9836,1.7,3.7,2.7,6.3,86,82,37,LOW,0,72
2025-12-28,Sunday,2025-12-22,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2150,-2150,2600,-450,170567,148000,0,2150,52,COMPLIANT,2.3,4,81,3,3,19,0.8,4.8,8,5134,1.8,3.8,2.9,5.7,69,86,31,LOW,0,85
2025-12-29,Monday,2025-12-29,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,419,-419,2100,-1681,170148,148000,419,0,52,COMPLIANT,4,3,69,2,2,31,0.75,5.2,7.3,11443,2,3.3,3.1,4.9,63,83,36,LOW,0,79
2025-12-30,Tuesday,2025-12-29,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,329,-329,2100,-1771,169819,148000,329,0,53,COMPLIANT,3.7,4,83,5,5,17,0.5,5,6.5,10198,1.7,3.2,3.3,4.9,70,80,37,LOW,0,77
2025-12-31,Wednesday,2025-12-29,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,375,-375,2100,-1725,169444,148000,375,0,53,COMPLIANT,0,,,0,0,62,0.75,5.5,6.6,5803,1.9,3.3,2.9,5.5,70,77,45,MEDIUM,0,53
2026-01-01,Thursday,2025-12-29,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,1119,83881,2100,-981,253325,148000,1119,0,21,COMPLIANT,2.6,3,63,3,2,37,0.5,5.3,7.7,10801,1.6,4.3,2.3,4.9,61,85,29,LOW,0,60
2026-01-02,Friday,2025-12-29,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22375,-22375,2100,20275,230950,148000,22375,0,42,COMPLIANT,2.1,5,97,4,4,5,0.75,5.8,7.4,10712,2.1,3.4,2.1,5.6,84,90,24,LOW,1,91
2026-01-03,Saturday,2025-12-29,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1300,-1300,2600,-1300,229650,148000,412,888,33,COMPLIANT,0,,,0,0,62,0.5,5.7,7.9,10444,2.1,3.6,2.1,7,87,77,42,MEDIUM,0,45
2026-01-04,Sunday,2025-12-29,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1029,-1029,2600,-1571,228621,148000,0,1029,34,COMPLIANT,1.9,4,79,6,5,22,0.6,5.2,8.1,4445,2.2,3.8,2.8,6,89,87,28,LOW,0,74
2026-01-05,Monday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,4642,-4642,2100,2542,223979,148000,4642,0,46,COMPLIANT,1.2,3,61,5,4,45,0.75,5.5,6.8,10183,1.9,3.4,3.1,5.7,59,82,37,LOW,0,70
2026-01-06,Tuesday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,223979,148000,0,0,36,COMPLIANT,2.3,4,83,5,5,17,1,6.2,7.6,8277,2,4.4,2.3,6.1,66,94,21,LOW,0,92
2026-01-07,Wednesday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1494,-1494,2100,-606,222485,148000,1494,0,37,COMPLIANT,0,,,0,0,62,0.75,6.5,7,4862,1.7,4.1,2.1,5.5,66,81,39,MEDIUM,0,53
2026-01-08,Thursday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1031,-1031,2100,-1069,221454,148000,232,799,37,COMPLIANT,2.4,3,62,2,2,38,0.5,5,7.5,4210,1.6,3.4,2.7,5.4,69,81,36,LOW,0,68
2026-01-09,Friday,2026-01-05,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1512,-1512,2100,-588,219942,148000,1512,0,38,COMPLIANT,1.4,5,93,6,6,12,0.5,4.7,7.5,6368,1.7,3.7,2.3,5.2,71,86,28,LOW,0,82
2026-01-10,Saturday,2026-01-05,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,8000,-8000,2600,5400,211942,140000,8000,0,53,COMPLIANT,0,,,0,0,62,0.75,5.2,7.9,11089,2,3.4,3.3,6.2,76,76,46,MEDIUM,0,53
2026-01-11,Sunday,2026-01-05,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1215,-1215,2600,-1385,210727,140000,371,844,43,COMPLIANT,0,,,0,0,62,1,6,8.1,7118,2.1,3.9,2.7,6,76,83,38,MEDIUM,0,60
2026-01-12,Monday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3068,-3068,2100,968,207659,140000,3068,0,45,COMPLIANT,0,,,0,0,62,0.25,4.2,7.1,6906,1.5,4.1,3.2,5.2,40,69,51,MEDIUM,1,38
2026-01-13,Tuesday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1131,-1131,2100,-969,206528,140000,1131,0,45,COMPLIANT,0,,,0,0,62,1,4.8,7.5,8414,2.2,4.3,2.1,5.3,60,83,38,MEDIUM,0,60
2026-01-14,Wednesday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,364,-364,2100,-1736,206164,140000,364,0,46,COMPLIANT,0,,,0,0,62,0.75,5.2,7.5,5393,1.8,4,2.2,5.2,44,79,42,MEDIUM,0,53
2026-01-15,Thursday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,261,-261,2100,-1839,205903,140000,261,0,46,COMPLIANT,2.3,3,62,6,5,38,0.5,4.2,6.6,9419,2.1,3.7,2.1,5.7,65,79,39,MEDIUM,0,64
2026-01-16,Friday,2026-01-12,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,523,-523,2100,-1577,205380,140000,523,0,46,COMPLIANT,2.4,4,81,6,5,19,0.75,4.5,7.3,9124,1.7,3.4,2.6,5,56,87,30,LOW,0,80
2026-01-17,Saturday,2026-01-12,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,205380,140000,0,0,46,COMPLIANT,0,,,0,0,62,0.5,4.2,7.8,4687,1.9,3.5,2.5,7,73,73,48,MEDIUM,0,45
2026-01-18,Sunday,2026-01-12,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,7569,1594,5975,2600,-1006,211355,140000,528,1066,45,COMPLIANT,1.6,4,79,5,4,24,0.8,4.3,7.3,4674,2.1,3.8,2.2,5.6,74,88,29,LOW,0,80
2026-01-19,Monday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,184,-184,2100,-1916,211171,140000,184,0,45,COMPLIANT,2.3,4,81,5,5,19,0.75,4.7,6.6,8785,2.1,4,2.2,5.6,62,87,29,LOW,0,84
2026-01-20,Tuesday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,806,-806,2100,-1294,210365,140000,806,0,45,COMPLIANT,1.6,3,60,3,2,43,0.5,4.3,6.8,8006,1.6,3.1,3.3,5.1,67,77,41,MEDIUM,0,59
2026-01-21,Wednesday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,185,-185,2100,-1915,210180,140000,185,0,45,COMPLIANT,1.9,4,78,5,4,23,0.5,4.7,7,4124,1.6,3.1,2.5,5.5,70,82,34,LOW,0,70
2026-01-22,Thursday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1023,-1023,2100,-1077,209157,140000,1023,0,46,COMPLIANT,2.6,4,82,2,2,18,0.75,4.8,7.5,4723,1.8,3.4,2.6,5.7,74,87,29,LOW,0,84
2026-01-23,Friday,2026-01-19,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2100,-2100,209157,140000,0,0,46,COMPLIANT,1.2,3,61,5,4,45,0.75,5,6.8,9963,2.2,3.7,2.7,5.2,77,82,37,LOW,0,70
2026-01-24,Saturday,2026-01-19,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,209157,140000,0,0,46,COMPLIANT,0,,,0,0,62,0.75,5.2,7.4,8222,2.1,3.8,3.3,5.6,82,78,43,MEDIUM,0,53
2026-01-25,Sunday,2026-01-19,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2093,-2093,2600,-507,207064,140000,684,1409,47,COMPLIANT,0,,,0,0,62,0.8,5.8,7.7,6662,2.2,4.2,3,6.5,82,79,42,MEDIUM,0,54
2026-01-26,Monday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1509,-1509,2100,-591,205555,140000,1509,0,47,COMPLIANT,1.3,4,80,6,5,26,1,6.5,6.8,9945,2.1,3.5,2.3,5.7,61,90,28,LOW,0,87
2026-01-27,Tuesday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,374,-374,2100,-1726,205181,140000,374,0,48,COMPLIANT,3.1,3,64,6,5,36,0.5,4.7,6.6,7256,1.7,3.2,3.1,5.6,47,78,40,MEDIUM,0,65
2026-01-28,Wednesday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,377,-377,2100,-1723,204804,140000,377,0,48,COMPLIANT,0,,,0,0,62,0.5,4.2,6.9,5457,1.9,3,3,5.3,65,73,47,MEDIUM,0,45
2026-01-29,Thursday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1037,-1037,2100,-1063,203767,140000,1037,0,48,COMPLIANT,2.1,4,80,5,4,20,0.75,4.2,6.7,10491,2,3.9,2.9,5.4,69,86,31,LOW,0,79
2026-01-30,Friday,2026-01-26,2026-01,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3332,-3332,2100,1232,200435,140000,2320,1012,50,COMPLIANT,1.6,3,64,4,3,39,1,4.8,6.5,10531,2.1,3.7,2.5,5.5,75,86,34,LOW,0,78
2026-01-31,Saturday,2026-01-26,2026-01,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2876,-2876,2600,276,197559,140000,277,2599,51,COMPLIANT,0,,,0,0,62,0.5,4.7,8,4886,2.1,3.7,2.2,6.9,75,72,50,MEDIUM,0,45
2026-02-01,Sunday,2026-01-26,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,0,85000,2600,-2600,282559,140000,0,0,20,COMPLIANT,2.3,5,97,4,4,5,0.6,4,7,5601,2,3.8,2.1,6.7,62,93,18,LOW,0,87
2026-02-02,Monday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22860,-22860,2100,20760,259699,140000,22860,0,42,COMPLIANT,0,,,0,0,62,0.75,4.5,7.2,8078,2,3.2,2.7,5.1,60,79,41,MEDIUM,1,53
2026-02-03,Tuesday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,624,-624,2100,-1476,259075,140000,624,0,32,COMPLIANT,2,4,80,3,3,20,0.75,5,7.2,10657,1.7,4.2,2.9,5.8,66,90,24,LOW,0,84
2026-02-04,Wednesday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,336,-336,2100,-1764,258739,140000,336,0,33,COMPLIANT,2.1,5,97,6,6,5,0.75,5.5,7.6,4075,1.7,3.7,2.3,4.7,68,93,20,LOW,0,91
2026-02-05,Thursday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3594,-3594,2100,1494,255145,140000,3594,0,35,COMPLIANT,0,,,0,0,62,0.75,5.3,6.9,10876,1.8,3.2,2.2,4.7,71,81,38,MEDIUM,0,53
2026-02-06,Friday,2026-02-02,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,169,-169,2100,-1931,254976,140000,169,0,35,COMPLIANT,1.9,5,97,3,3,5,0.75,5.8,7.7,9665,1.8,4.4,2.1,4.7,77,92,21,LOW,0,91
2026-02-07,Saturday,2026-02-02,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2223,-2223,2600,-377,252753,140000,899,1324,36,COMPLIANT,0,,,0,0,62,0.5,5.5,7.6,7044,1.6,3.6,2.4,6.8,77,76,43,MEDIUM,0,45
2026-02-08,Sunday,2026-02-02,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,799,-799,2600,-1801,251954,140000,0,799,36,COMPLIANT,0,,,0,0,62,0.6,5.5,7.8,6556,2.1,4.5,2.2,6.3,77,78,41,MEDIUM,0,48
2026-02-09,Monday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1101,-1101,2100,-999,250853,140000,1101,0,37,COMPLIANT,1.7,4,75,4,3,27,0.25,4.5,6.8,4454,1.7,3.4,2.3,5.1,41,78,37,LOW,1,60
2026-02-10,Tuesday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,8127,-8127,2100,6027,242726,132000,8127,0,51,COMPLIANT,3.1,5,100,6,6,5,0.75,4.8,7.6,8961,1.7,4.5,1.9,5.9,67,88,27,LOW,0,93
2026-02-11,Wednesday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,923,-923,2100,-1177,241803,132000,923,0,42,COMPLIANT,0,,,0,0,62,0.75,5.2,7.1,4078,1.8,4,2.8,6.2,67,79,41,MEDIUM,0,53
2026-02-12,Thursday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,290,-290,2100,-1810,241513,132000,290,0,42,COMPLIANT,0,,,0,0,62,0.75,5.5,6.6,7196,1.9,3.2,2.3,5.4,66,79,41,MEDIUM,0,53
2026-02-13,Friday,2026-02-09,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,995,-995,2100,-1105,240518,132000,995,0,42,COMPLIANT,3,4,85,4,4,15,1,6.2,7.5,10215,1.8,3.7,1.7,5.5,74,93,23,LOW,0,93
2026-02-14,Saturday,2026-02-09,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1310,-1310,2600,-1290,239208,132000,755,555,43,COMPLIANT,0,,,0,0,62,0.75,6,7.5,11342,2.1,4.3,1.9,6.4,61,79,41,MEDIUM,0,53
2026-02-15,Sunday,2026-02-09,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1253,-1253,2600,-1347,237955,132000,0,1253,44,COMPLIANT,0,,,0,0,62,0.6,5.8,8.1,5985,1.9,4.3,2.3,6.4,61,76,44,MEDIUM,0,48
2026-02-16,Monday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,102,-102,2100,-1998,237853,132000,102,0,44,COMPLIANT,1.1,4,79,4,4,28,1,6.5,6.8,10818,1.8,4,2.7,5.7,62,90,28,LOW,0,91
2026-02-17,Tuesday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,229,-229,2100,-1871,237624,132000,229,0,44,COMPLIANT,0,,,0,0,62,1,7.2,7.6,8236,2.2,4.1,2.3,5.8,66,83,38,MEDIUM,0,60
2026-02-18,Wednesday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3274,-3274,2100,1174,234350,132000,1553,1721,46,COMPLIANT,1.9,5,97,4,4,5,0.75,6.5,7.4,4735,2.2,3.8,2,5,69,90,25,LOW,0,91
2026-02-19,Thursday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1069,-1069,2100,-1031,233281,132000,1069,0,46,COMPLIANT,0,,,0,0,62,1,7.2,7,10402,2,3.5,2.2,4.7,71,83,39,MEDIUM,0,60
2026-02-20,Friday,2026-02-16,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,916,-916,2100,-1184,232365,132000,916,0,47,COMPLIANT,2.4,4,81,3,3,19,0.75,7,7.3,8550,1.9,4,2.8,4.9,61,87,30,LOW,0,84
2026-02-21,Saturday,2026-02-16,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1089,-1089,2600,-1511,231276,132000,387,702,47,COMPLIANT,0,,,0,0,62,0.75,7.2,7.3,11303,1.9,3.9,2.2,6.2,81,78,43,MEDIUM,0,53
2026-02-22,Sunday,2026-02-16,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,744,-744,2600,-1856,230532,132000,0,744,48,COMPLIANT,2.2,4,83,6,5,17,1,8,7.3,6678,2.2,3.6,1.9,6.1,84,91,26,LOW,0,88
2026-02-23,Monday,2026-02-23,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1002,-1002,2100,-1098,229530,132000,1002,0,48,COMPLIANT,0,,,0,0,62,0.75,7.3,6.9,5939,1.7,3.8,2,5.6,58,78,43,MEDIUM,0,53
2026-02-24,Tuesday,2026-02-23,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,948,-948,2100,-1152,228582,132000,948,0,49,COMPLIANT,2.8,4,84,2,2,16,1,8,7.3,8461,1.7,4.4,1.9,4.5,65,91,26,LOW,0,93
2026-02-25,Wednesday,2026-02-23,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,749,-749,2100,-1351,227833,132000,749,0,49,COMPLIANT,0,,,0,0,62,1,8.7,6.9,4057,2.1,3.3,2.7,5.6,64,82,40,MEDIUM,0,60
2026-02-26,Thursday,2026-02-23,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1503,-1503,2100,-597,226330,132000,408,1095,50,COMPLIANT,0,,,0,0,62,1,9.3,7.2,10868,2.1,3.4,1.9,5.3,68,82,40,MEDIUM,0,60
2026-02-27,Friday,2026-02-23,2026-02,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,350,-350,2100,-1750,225980,132000,350,0,50,COMPLIANT,0,,,0,0,62,0.75,7.3,6.7,9889,2,3.8,2.3,5.6,71,77,44,MEDIUM,0,53
2026-02-28,Saturday,2026-02-23,2026-02,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,2600,-2600,225980,132000,0,0,50,COMPLIANT,0,,,0,0,62,0.5,6,7.2,6771,1.7,4.1,2.2,5.5,55,73,48,MEDIUM,0,45
2026-03-01,Sunday,2026-02-23,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,0,85000,2600,-2600,310980,132000,0,0,20,COMPLIANT,0,,,0,0,62,0.4,5,7.3,5002,1.9,3.8,1.9,6.1,55,79,38,MEDIUM,1,42
2026-03-02,Monday,2026-03-02,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22928,-22928,2100,20828,288052,132000,22928,0,42,COMPLIANT,0,,,0,0,62,1,5.7,7.6,9009,1.7,3.5,2.3,5.2,62,84,37,LOW,1,60
2026-03-03,Tuesday,2026-03-02,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,684,-684,2100,-1416,287368,132000,684,0,33,COMPLIANT,2.4,5,98,6,6,5,0.75,6,7.5,9632,1.8,4.1,1.7,4.6,68,93,20,LOW,0,92
2026-03-04,Wednesday,2026-03-02,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,415,-415,2100,-1685,286953,132000,415,0,33,COMPLIANT,1.8,3,64,6,5,38,1,6.7,6.5,7087,1.8,4.2,2,4.6,68,91,26,LOW,0,80
2026-03-05,Thursday,2026-03-02,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,4336,-4336,2100,2236,282617,132000,4336,0,45,COMPLIANT,1.9,4,80,6,5,21,0.75,6.7,6.6,9334,2,3.3,1.6,4.7,58,87,30,LOW,0,79
2026-03-06,Friday,2026-03-02,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,853,-853,2100,-1247,281764,132000,853,0,35,COMPLIANT,2.4,4,81,4,4,19,0.75,6.7,7.3,6465,1.6,4.2,1.5,5,78,90,25,LOW,0,84
2026-03-07,Saturday,2026-03-02,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1347,-1347,2600,-1253,280417,132000,899,448,36,COMPLIANT,0,,,0,0,62,0.75,6.7,8,11186,1.7,4.4,2.5,7,82,81,39,MEDIUM,0,53
2026-03-08,Sunday,2026-03-02,2026-03,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1120,-1120,2600,-1480,279297,132000,0,1120,37,COMPLIANT,1.7,5,97,3,3,5,0.8,6.5,7.5,7178,2,3.8,1.8,6.1,83,93,21,LOW,0,93
2026-03-09,Monday,2026-03-09,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1272,-1272,2100,-828,278025,132000,1272,0,37,COMPLIANT,1,5,92,6,6,16,0.5,5.5,6.8,8500,1.8,4.2,1.8,4.6,62,85,29,LOW,0,81
2026-03-10,Tuesday,2026-03-09,2026-03,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,9006,-9006,2100,6906,269019,124000,9006,0,52,COMPLIANT,1.6,4,79,5,4,24,0.75,5.7,6.7,5497,2.1,4,1.9,4.5,65,84,34,LOW,1,78
