date,day_of_week,week_start,month,is_weekend,user_id,income_inr,total_expenses_inr,essential_expenses_inr,discretionary_expenses_inr,housing_inr,food_inr,transport_inr,utilities_inr,debt_payment_inr,education_inr,healthcare_inr,dining_inr,shopping_inr,entertainment_inr,subscriptions_inr,net_cash_flow_inr,daily_budget_inr,budget_variance_inr,cash_balance_inr,debt_balance_inr,study_subject,study_hours,focus_rating,focus_score,tasks_planned,tasks_completed,study_tool,learning_risk_score,exercise_scheduled,exercise_completed,exercise_minutes,exercise_streak,reading_scheduled,reading_completed,reading_minutes,reading_streak,meditation_scheduled,meditation_completed,meditation_minutes,meditation_streak,sleep_before_11_scheduled,sleep_before_11_completed,sleep_before_11_streak,budget_review_scheduled,budget_review_completed,budget_review_streak,meal_prep_scheduled,meal_prep_completed,meal_prep_streak,habit_completion_rate,average_habit_streak,sleep_hours,steps,water_liters,mood_score,stress_score,screen_time_hours,savings_goal_progress,study_goal_progress,exercise_goal_progress,reading_goal_progress,debt_goal_progress,sleep_goal_progress,overall_goal_progress_score,financial_risk_score,academic_risk_score,behavioral_risk_score,overall_risk_score,compliance_score,risk_level,active_alerts,productivity_score
2025-10-29,Wednesday,2025-10-27,2025-10,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,851,851,0,0,549,302,0,0,0,0,0,0,0,0,-851,2100,-1249,124840,164000,Data Structures,2.1,5,95,3,3,Flashcards,5,false,false,0,0,true,true,23,2,true,false,0,0,true,false,0,false,false,8,true,true,5,0.5,2.5,7.7,4562,1.8,4.4,2.1,5.8,1.5,0.4643,0.2,0.92,0.1667,1.0694,63,50,5,31,31,84,LOW,0,83
2025-10-30,Thursday,2025-10-27,2025-10,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2950,1397,1553,0,1138,259,0,0,0,0,0,1553,0,0,-2950,2100,850,121890,164000,,0,,,0,0,,62,true,false,0,0,true,true,32,3,true,false,0,0,true,true,1,false,false,8,false,false,5,0.5,2.8,7.1,6701,2.1,4,2.7,6.4,1.3843,0.4643,0.2,1.28,0.1667,0.9861,64,52,62,33,50,72,MEDIUM,0,45
2025-10-31,Friday,2025-10-27,2025-10,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,136,136,0,0,0,136,0,0,0,0,0,0,0,0,-136,2100,-1964,121754,164000,Data Analytics,2,3,65,4,3,Video and notes,35,true,true,41,1,true,true,26,4,true,true,17,1,true,true,2,false,false,8,false,false,5,1,3.5,7.3,10538,2.2,4,1.9,5,1.3767,0.6071,0.4,1.04,0.1667,1.0139,70,52,35,3,33,87,LOW,0,78
2025-11-01,Saturday,2025-10-27,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,696,696,0,0,696,0,0,0,0,0,0,0,0,0,84304,2600,-1904,206058,164000,,0,,,0,0,,62,true,false,0,0,true,true,27,5,true,true,10,2,true,true,3,false,false,8,false,false,5,0.75,3.8,7.1,6460,2,3.9,1.8,5.6,1.5,0.6071,0.4,1.08,0.1667,0.9861,69,20,62,16,31,86,LOW,0,53
2025-11-02,Sunday,2025-10-27,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,22438,22438,0,22000,438,0,0,0,0,0,0,0,0,0,-22438,2600,19838,183620,164000,Database Systems,3.1,3,64,2,2,Video and notes,36,false,false,0,0,true,false,0,0,true,false,0,0,true,false,0,true,true,9,true,true,6,0.4,2.5,7.4,4604,2.1,3.8,1.7,6.9,1.5,0.8286,0.4,0,0.1667,1.0278,57,42,36,41,40,77,MEDIUM,2,66
2025-11-03,Monday,2025-11-03,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2900,1694,1206,0,0,357,0,0,0,1337,1206,0,0,0,-2900,2100,800,180720,164000,Database Systems,2,5,97,5,5,Video and notes,5,true,true,36,1,true,true,34,1,true,true,12,1,true,false,0,false,false,9,false,false,6,0.75,3,6.8,8079,2,3.7,1.7,5.1,1.5,0.1429,0.2,1.36,0.1667,0.9444,58,34,5,16,20,93,LOW,0,91
2025-11-04,Tuesday,2025-11-03,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-2100,180720,164000,System Design,2.8,3,67,4,3,Practice problems,33,true,true,42,2,true,true,34,2,true,true,9,2,true,true,1,false,false,9,false,false,6,1,3.7,7,9740,2.1,4.1,2.3,5.8,1.5,0.3429,0.4,1.36,0.1667,0.9722,65,34,33,3,25,92,LOW,0,79
2025-11-05,Wednesday,2025-11-03,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,4304,4304,0,0,948,228,3128,0,0,0,0,0,0,0,-4304,2100,2204,176416,164000,System Design,2.9,4,83,3,3,Video and notes,17,false,false,0,2,true,true,33,3,true,false,0,0,true,true,2,false,false,9,true,true,7,0.75,3.8,7.5,5702,1.7,3.7,2.8,6.1,1.5,0.55,0.4,1.32,0.1667,1.0417,69,46,17,16,29,87,LOW,0,85
2025-11-06,Thursday,2025-11-03,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1939,802,1137,0,539,263,0,0,0,0,1137,0,0,0,-1939,2100,-161,174477,164000,Mathematics,2,4,82,3,3,Practice problems,18,true,true,48,3,true,true,37,4,true,true,11,1,true,true,3,false,false,9,false,false,7,1,4.5,7,10934,2.3,4.2,2.3,5.7,1.5,0.6929,0.6,1.48,0.1667,0.9722,74,37,18,3,22,94,LOW,0,92
2025-11-07,Friday,2025-11-03,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1222,1222,0,0,0,323,899,0,0,0,0,0,0,0,-1222,2100,-878,173255,164000,Database Systems,3.1,3,66,4,3,Flashcards,34,true,true,28,4,true,true,44,5,true,false,0,0,true,true,4,false,false,9,false,false,7,0.75,4.8,6.9,10950,2,4.1,2.6,6.1,1.5,0.9143,0.8,1.5,0.1667,0.9583,81,38,34,16,31,86,LOW,0,71
2025-11-08,Saturday,2025-11-03,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2565,0,2565,0,0,0,0,0,0,0,0,0,1766,799,-2565,2600,-35,170690,164000,,0,,,0,0,,62,true,true,46,5,true,true,38,6,true,false,0,0,true,true,5,false,false,9,false,false,7,0.75,5.3,7.7,9662,2.1,3.6,1.6,6.8,1.5,0.9143,1,1.5,0.1667,1.0694,85,39,62,19,40,80,MEDIUM,0,53
2025-11-09,Sunday,2025-11-03,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,-2600,170690,164000,Communication Skills,2.9,5,100,2,2,Video and notes,5,false,false,0,5,true,true,44,7,true,true,14,1,true,true,6,true,true,10,true,true,8,1,6.2,7.6,6579,2.3,4.2,2.2,6,1.5,1.1214,1,1.5,0.1667,1.0556,86,39,5,3,19,96,LOW,0,100
2025-11-10,Monday,2025-11-10,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,11085,8753,2332,0,518,235,0,8000,0,0,0,2332,0,0,-11085,2100,8985,159605,156000,Data Structures,1.2,5,95,2,2,Flashcards,11,true,true,47,6,true,false,0,0,true,true,17,2,true,true,7,false,false,10,false,false,8,0.75,5.5,7,8557,1.6,3.5,2,4.7,1.5,0.0857,0.2,0,0.25,0.9722,42,55,11,16,31,86,LOW,1,90
2025-11-11,Tuesday,2025-11-10,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1183,1183,0,0,969,214,0,0,0,0,0,0,0,0,-1183,2100,-917,158422,156000,,0,,,0,0,,62,true,true,29,7,true,true,40,1,true,true,17,3,true,true,8,false,false,10,false,false,8,1,6.2,6.6,9011,2.2,3.6,1.8,4.8,1.5,0.0857,0.4,1.5,0.25,0.9167,61,46,62,3,39,83,MEDIUM,0,60
2025-11-12,Wednesday,2025-11-10,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-2100,158422,156000,System Design,1.5,5,94,3,3,Practice problems,10,false,false,0,7,true,false,0,0,true,true,14,4,true,false,0,false,false,10,true,true,9,0.5,5,6.8,5719,1.7,3.4,2.7,6.3,1.5,0.1929,0.4,0,0.25,0.9444,46,46,10,32,31,84,LOW,0,82
2025-11-13,Thursday,2025-11-10,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,369,369,0,0,0,369,0,0,0,0,0,0,0,0,-369,2100,-1731,158053,156000,,0,,,0,0,,62,true,true,47,8,true,false,0,0,true,true,12,5,true,true,1,false,false,10,false,false,9,0.75,5.5,7.3,8258,2.1,4.3,1.9,5.1,1.5,0.1929,0.6,0,0.25,1.0139,51,46,62,16,42,79,MEDIUM,0,53
2025-11-14,Friday,2025-11-10,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,309,309,0,0,0,309,0,0,0,0,0,0,0,0,-309,2100,-1791,157744,156000,,0,,,0,0,,62,true,false,0,0,true,false,0,0,true,false,0,0,true,true,2,false,false,10,false,false,9,0.25,3.5,6.7,6265,2,3.3,2.3,5.9,1.5,0.1929,0.6,0,0.25,0.9306,50,46,62,47,51,69,MEDIUM,1,38
2025-11-15,Saturday,2025-11-10,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,328,0,328,0,0,0,0,0,0,0,328,0,0,0,-328,2600,-2272,157416,156000,,0,,,0,0,,62,true,false,0,0,true,true,41,1,true,true,13,1,true,false,0,false,false,10,false,false,9,0.5,3.5,7.5,4287,2.1,4.3,1.4,6.6,1.5,0.1929,0.6,1.5,0.25,1.0417,67,46,62,33,47,73,MEDIUM,0,45
2025-11-16,Sunday,2025-11-10,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2254,0,2254,0,0,0,0,0,0,0,1275,0,979,0,-2254,2600,-346,155162,156000,,0,,,0,0,,62,false,false,0,0,true,true,44,2,true,false,0,0,true,false,0,true,true,11,true,true,10,0.6,3.8,7.8,5881,1.9,3.6,1.8,7,1.5,0.1929,0.6,1.5,0.25,1.0833,67,47,62,29,46,75,MEDIUM,0,48
2025-11-17,Monday,2025-11-17,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,392,392,0,0,0,392,0,0,0,0,0,0,0,0,-392,2100,-1708,154770,156000,Mathematics,3,3,66,5,4,Video and notes,34,true,true,44,1,true,true,35,3,true,true,16,1,true,false,0,false,false,11,false,false,10,0.75,4.3,6.6,10690,2,4,1.7,5.7,1.5,0.2143,0.2,1.4,0.25,0.9167,60,48,34,16,35,83,LOW,0,72
2025-11-18,Tuesday,2025-11-17,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,8369,224,224,0,0,0,224,0,0,0,0,0,0,0,0,8145,2100,-1876,162915,156000,,0,,,0,0,,62,true,true,52,2,true,true,44,4,true,true,17,2,true,true,1,false,false,11,false,false,10,1,5,6.9,8600,2.2,3.6,1.5,5.8,1.5,0.2143,0.4,1.5,0.25,0.9583,64,45,62,3,38,83,MEDIUM,0,60
2025-11-19,Wednesday,2025-11-17,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1434,1434,0,0,1033,401,0,0,0,0,0,0,0,0,-1434,2100,-666,161481,156000,Database Systems,2.1,4,78,4,4,Video and notes,22,false,false,0,2,true,false,0,0,true,true,12,3,true,false,0,false,false,11,true,true,11,0.5,4.5,6.5,5559,1.8,3.5,1.8,5.9,1.5,0.3643,0.4,0,0.25,0.9028,49,46,22,31,35,81,LOW,0,75
2025-11-20,Thursday,2025-11-17,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1011,300,711,0,0,300,0,0,0,0,711,0,0,0,-1011,2100,-1089,160470,156000,Communication Skills,1.2,4,76,6,5,Video and notes,30,true,true,49,3,true,false,0,0,true,false,0,0,true,true,1,false,false,11,false,false,11,0.5,4.3,7.6,9070,1.6,3.8,3,5.4,1.5,0.45,0.6,0,0.25,1.0556,55,46,30,31,37,80,LOW,0,70
2025-11-21,Friday,2025-11-17,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2989,2989,0,0,676,380,0,0,1933,0,0,0,0,0,-2989,2100,889,157481,156000,Data Structures,2.8,4,82,6,5,Flashcards,18,true,true,43,4,true,true,44,1,true,false,0,0,true,true,2,false,false,11,false,false,11,0.75,4.8,7.3,8789,1.8,4.1,3.1,5.6,1.5,0.65,0.8,1.5,0.25,1.0139,78,48,18,16,30,87,LOW,0,80
2025-11-22,Saturday,2025-11-17,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2023,825,1198,0,825,0,0,0,0,0,1198,0,0,0,-2023,2600,-577,155458,156000,Communication Skills,4.1,3,71,4,3,Flashcards,29,true,true,32,5,true,true,23,2,true,true,9,1,true,true,3,false,false,11,false,false,11,1,5.5,7.2,8486,2.2,3.8,3.4,7.2,1.5,0.9429,1,0.92,0.25,1,85,49,29,8,32,87,LOW,0,81
2025-11-23,Sunday,2025-11-17,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1760,951,809,0,951,0,0,0,0,0,0,809,0,0,-1760,2600,-840,153698,156000,Mathematics,2.3,4,80,6,5,Flashcards,20,false,false,0,5,true,false,0,0,true,false,0,0,true,true,4,true,true,12,true,true,12,0.6,5.5,7.5,5392,1.6,3.5,2.5,6.7,1.5,1.1071,1,0,0.25,1.0417,71,50,20,28,35,82,LOW,0,75
2025-11-24,Monday,2025-11-24,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,640,640,0,0,359,281,0,0,0,0,0,0,0,0,-640,2100,-1460,153058,156000,Mathematics,3.5,3,70,4,3,Practice problems,30,true,true,41,6,true,true,42,1,true,true,9,1,true,true,5,false,false,12,false,false,12,1,6.2,6.6,9463,1.7,3.5,2.7,5.5,1.5,0.25,0.2,1.5,0.25,0.9167,60,50,30,3,31,88,LOW,0,80
2025-11-25,Tuesday,2025-11-24,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,424,424,0,0,268,156,0,0,0,0,0,0,0,0,-424,2100,-1676,152634,156000,Mathematics,2.8,4,82,4,4,Practice problems,18,true,false,0,0,true,true,28,2,true,true,14,2,true,true,6,false,false,12,false,false,12,0.75,5.7,7.1,6325,2.1,3.3,2.4,5.3,1.5,0.45,0.2,1.12,0.25,0.9861,65,50,18,16,31,86,LOW,0,84
2025-11-26,Wednesday,2025-11-24,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,-2100,152634,156000,,0,,,0,0,,77,false,false,0,0,true,true,39,3,true,true,13,3,true,false,0,false,false,12,true,true,13,0.75,5.2,6.5,6657,2,3.4,3,5.5,1.5,0.45,0.2,1.5,0.25,0.9028,63,50,77,16,49,74,MEDIUM,1,53
2025-11-27,Thursday,2025-11-24,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1048,1048,0,0,734,314,0,0,0,0,0,0,0,0,-1048,2100,-1052,151586,156000,Data Structures,1.7,4,77,3,3,Video and notes,25,true,false,0,0,true,true,45,4,true,false,0,0,true,true,1,false,false,12,false,false,13,0.5,5,6.5,4116,2,2.9,3.3,5,1.5,0.5714,0.2,1.5,0.25,0.9028,65,51,25,34,38,79,MEDIUM,0,75
2025-11-28,Friday,2025-11-24,2025-11,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1421,116,1305,0,0,116,0,0,0,0,0,1305,0,0,-1421,2100,-679,150165,156000,,0,,,0,0,,77,true,true,44,1,true,false,0,0,true,true,12,1,true,true,2,false,false,12,false,false,13,0.75,4.8,7.4,11033,2.2,3.2,2.9,5.9,1.5,0.5714,0.4,0,0.25,1.0278,54,51,77,16,49,74,MEDIUM,0,53
2025-11-29,Saturday,2025-11-24,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1554,1119,435,0,1119,0,0,0,0,0,435,0,0,0,-1554,2600,-1046,148611,156000,,0,,,0,0,,77,true,true,51,2,true,true,29,1,true,false,0,0,true,false,0,false,false,12,false,false,13,0.5,4.7,7.1,9180,2.1,3,3.3,5.8,1.4921,0.5714,0.6,1.16,0.25,0.9861,73,52,77,34,54,69,MEDIUM,1,45
2025-11-30,Sunday,2025-11-24,2025-11,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2213,2213,0,0,0,0,0,0,0,2213,0,0,0,0,-2213,2600,-387,146398,156000,System Design,3.6,5,100,3,3,Flashcards,5,false,false,0,2,true,false,0,0,true,true,16,1,true,false,0,true,true,13,true,true,14,0.6,5,8.1,3813,2.2,3.7,2.7,6.7,1.3691,0.8286,0.6,0,0.25,1.125,61,53,5,28,32,84,LOW,0,88
2025-12-01,Monday,2025-12-01,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,85000,1143,0,1143,0,0,0,0,0,0,0,1143,0,0,0,83857,2100,-957,230255,156000,Data Analytics,3.4,4,86,4,4,Video and notes,14,true,true,28,3,true,true,25,1,true,true,16,2,true,true,1,false,false,13,false,false,14,1,5.7,7.6,9096,2,3.4,2.5,5.6,1.5,0.2429,0.2,1,0.25,1.0556,62,21,14,3,14,99,LOW,0,94
2025-12-02,Tuesday,2025-12-01,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,23387,23387,0,22000,1082,305,0,0,0,0,0,0,0,0,-23387,2100,21287,206868,156000,Database Systems,3.9,4,84,2,2,Video and notes,16,true,true,31,4,true,false,0,0,true,true,9,3,true,false,0,false,false,13,false,false,14,0.5,5.7,6.8,8454,1.8,3.8,3.4,6.5,1.5,0.5214,0.4,0,0.25,0.9444,52,43,16,37,33,83,LOW,1,78
2025-12-03,Wednesday,2025-12-01,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1834,1471,363,0,1179,292,0,0,0,0,363,0,0,0,-1834,2100,-266,205034,156000,,0,,,0,0,,77,false,false,0,4,true,true,24,1,true,false,0,0,true,false,0,false,false,13,true,true,15,0.5,5.5,6.5,5580,1.6,2.9,3.3,5.3,1.5,0.5214,0.4,0.96,0.25,0.9028,67,34,77,34,47,73,MEDIUM,0,45
2025-12-04,Thursday,2025-12-01,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,544,544,0,0,394,150,0,0,0,0,0,0,0,0,-544,2100,-1556,204490,156000,Data Structures,1.5,3,62,2,2,Video and notes,42,true,true,43,5,true,false,0,0,true,true,18,1,true,true,1,false,false,13,false,false,15,0.75,5.8,6.7,10490,1.8,3.4,3,5.8,1.5,0.6286,0.6,0,0.25,0.9306,57,34,42,16,31,86,LOW,0,75
2025-12-05,Friday,2025-12-01,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,3449,3449,0,0,0,158,3291,0,0,0,0,0,0,0,-3449,2100,1349,201041,156000,Mathematics,3,4,85,5,5,Practice problems,15,true,true,39,6,true,true,35,1,true,true,16,2,true,true,2,false,false,13,false,false,15,1,6.5,7.3,9805,1.8,3.7,2.6,5.1,1.5,0.8429,0.8,1.4,0.25,1.0139,82,36,15,3,20,95,LOW,1,93
2025-12-06,Saturday,2025-12-01,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1397,0,1397,0,0,0,0,0,0,0,1397,0,0,0,-1397,2600,-1203,199644,156000,Mathematics,3.2,3,67,5,4,Video and notes,33,true,true,40,7,true,true,42,2,true,false,0,0,true,true,3,false,false,13,false,false,15,0.75,6.7,7.3,11433,2.2,3.8,3.3,6.1,1.5,1.0714,1,1.5,0.25,1.0139,88,37,33,19,31,86,LOW,0,73
2025-12-07,Sunday,2025-12-01,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1844,1338,506,0,439,0,899,0,0,0,506,0,0,0,-1844,2600,-756,197800,156000,Mathematics,1.3,4,80,6,5,Flashcards,26,false,false,0,7,true,true,33,3,true,true,16,1,true,true,4,true,true,14,true,true,16,1,7.5,8,4851,2.2,3.7,3.4,6.6,1.5,1.1643,1,1.32,0.25,1.1111,88,38,26,6,25,92,LOW,0,87
2025-12-08,Monday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1016,217,799,0,0,217,0,0,0,0,0,0,0,799,-1016,2100,-1084,196784,156000,Communication Skills,1.8,4,77,2,2,Video and notes,25,true,true,43,8,true,true,45,4,true,false,0,0,true,false,0,false,false,14,false,false,16,0.5,7,7.5,10679,1.8,4.2,2.7,5.9,1.5,0.1286,0.2,1.5,0.25,1.0417,60,38,25,31,32,83,LOW,0,75
2025-12-09,Tuesday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,393,393,0,0,0,393,0,0,0,0,0,0,0,0,-393,2100,-1707,196391,156000,Data Structures,1.1,4,79,2,2,Practice problems,28,true,true,32,9,true,true,28,5,true,true,16,1,true,true,1,false,false,14,false,false,16,1,7.7,7.6,8415,2.1,4.2,2.9,4.9,1.5,0.2071,0.4,1.12,0.25,1.0556,64,39,28,3,26,91,LOW,0,91
2025-12-10,Wednesday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,11540,8352,3188,0,0,352,0,8000,0,0,0,3188,0,0,-11540,2100,9440,184851,148000,,0,,,0,0,,77,false,false,0,9,true,false,0,0,true,false,0,0,true,true,2,false,false,14,true,false,0,0.25,4.2,7.3,4990,1.9,3.9,2.8,5.4,1.5,0.2071,0.4,0,0.3333,1.0139,49,55,77,47,59,64,HIGH,2,38
2025-12-11,Thursday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1470,651,819,0,402,249,0,0,0,0,819,0,0,0,-1470,2100,-630,183381,148000,Data Structures,3.8,4,85,5,5,Video and notes,15,true,true,31,10,true,true,42,1,true,false,0,0,true,true,3,false,false,14,false,false,0,0.75,4.7,7.7,10676,2.1,3.7,3,4.9,1.5,0.4786,0.6,1.5,0.3333,1.0694,74,45,15,16,28,88,LOW,0,86
2025-12-12,Friday,2025-12-08,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1254,1254,0,0,1096,158,0,0,0,0,0,0,0,0,-1254,2100,-846,182127,148000,,0,,,0,0,,77,true,true,49,11,true,true,32,2,true,true,10,1,true,true,4,false,false,14,false,false,0,1,5.3,7.1,11423,2.1,3.5,3.5,5.1,1.5,0.4786,0.8,1.28,0.3333,0.9861,77,46,77,5,44,79,MEDIUM,0,60
2025-12-13,Saturday,2025-12-08,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,-2600,182127,148000,Data Analytics,3.3,5,99,6,6,Practice problems,5,true,true,28,12,true,false,0,0,true,false,0,0,true,true,5,false,false,14,false,false,0,0.5,5.2,7.5,11333,1.5,3.9,3.4,6.5,1.5,0.7143,1,0,0.3333,1.0417,67,46,5,37,31,84,LOW,0,85
2025-12-14,Sunday,2025-12-08,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,555,0,555,0,0,0,0,0,0,0,555,0,0,0,-555,2600,-2045,181572,148000,Data Analytics,2.7,4,83,3,3,Flashcards,17,false,false,0,12,true,true,27,1,true,false,0,0,true,true,6,true,true,15,true,true,1,0.8,5.8,7.9,5220,2.1,4.2,3,5.7,1.5,0.9071,1,1.08,0.3333,1.0972,87,46,17,12,28,88,LOW,0,86
2025-12-15,Monday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,149,149,0,0,0,149,0,0,0,0,0,0,0,0,-149,2100,-1951,181423,148000,Data Structures,2.7,3,63,4,3,Video and notes,37,true,true,53,13,true,true,36,2,true,false,0,0,true,false,0,false,false,15,false,false,1,0.5,5.2,7.5,9432,1.6,3.8,3.5,5.3,1.5,0.1929,0.2,1.44,0.3333,1.0417,62,46,37,36,41,77,MEDIUM,0,62
2025-12-16,Tuesday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,406,406,0,0,0,406,0,0,0,0,0,0,0,0,-406,2100,-1694,181017,148000,System Design,2,4,82,2,2,Flashcards,18,true,true,53,14,true,true,38,3,true,true,11,1,true,true,1,false,false,15,false,false,1,1,5.8,7.2,10998,2.3,3.7,3.1,5.7,1.5,0.3357,0.4,1.5,0.3333,1,68,47,18,3,26,91,LOW,0,92
2025-12-17,Wednesday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1611,947,664,0,947,0,0,0,0,0,0,664,0,0,-1611,2100,-489,179406,148000,System Design,2.7,3,67,4,3,Video and notes,33,false,false,0,14,true,true,27,4,true,true,9,2,true,true,2,false,false,15,true,true,2,1,6.5,6.6,6302,1.7,3.3,2.5,5.8,1.5,0.5286,0.4,1.08,0.3333,0.9167,70,48,33,3,31,88,LOW,0,79
2025-12-18,Thursday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,635,635,0,0,443,192,0,0,0,0,0,0,0,0,-635,2100,-1465,178771,148000,,0,,,0,0,,77,true,false,0,0,true,false,0,0,true,false,0,0,true,true,3,false,false,15,false,false,2,0.25,3.3,6.7,5489,1.9,3.5,2.6,5,1.5,0.5286,0.4,0,0.3333,0.9306,53,48,77,47,56,66,MEDIUM,1,38
2025-12-19,Friday,2025-12-15,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,2240,2240,0,0,404,314,0,0,1522,0,0,0,0,0,-2240,2100,140,176531,148000,Database Systems,1.2,4,80,5,4,Flashcards,26,true,true,32,1,true,true,27,1,true,true,16,1,true,true,4,false,false,15,false,false,2,1,4,6.7,9359,1.9,3.8,3,5.8,1.5,0.6143,0.6,1.08,0.3333,0.9306,75,49,26,3,29,89,LOW,0,86
2025-12-20,Saturday,2025-12-15,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,483,483,0,0,483,0,0,0,0,0,0,0,0,0,-483,2600,-2117,176048,148000,,0,,,0,0,,77,true,true,54,2,true,true,27,2,true,true,13,2,true,true,5,false,false,15,false,false,2,1,4.7,8.1,10545,2,4.3,2.8,6,1.5,0.6143,0.8,1.08,0.3333,1.125,79,49,77,3,45,79,MEDIUM,1,60
2025-12-21,Sunday,2025-12-15,2025-12,true,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,735,0,735,0,0,0,0,0,0,0,735,0,0,0,-735,2600,-1865,175313,148000,Database Systems,1.4,4,79,3,3,Flashcards,26,false,false,0,2,true,true,36,3,true,true,9,3,true,false,0,true,true,16,true,true,3,0.8,4.5,7.9,7167,2,4.1,2.9,6.4,1.5,0.7143,0.8,1.44,0.3333,1.0972,81,50,26,14,33,85,LOW,0,85
2025-12-22,Monday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,105,105,0,0,0,105,0,0,0,0,0,0,0,0,-105,2100,-1995,175208,148000,Data Structures,3.6,4,83,4,4,Flashcards,17,true,false,0,0,true,false,0,0,true,true,12,4,true,true,1,false,false,16,false,false,3,0.5,4,6.7,4959,1.9,3.6,2.8,6.1,1.5,0.2571,0,0,0.3333,0.9306,42,50,17,31,35,81,LOW,0,77
2025-12-23,Tuesday,2025-12-22,2025-12,false,6f168c2c-529c-4ec8-9932-90d1b493cf87,0,1051,1051,0,0,856,195,0,0,0,0,0,0,0,0,-1051,2100,-1049,174157,148000,Data Structures,2,4,78,4,4,Flashcards,22,true,true,37,1,true,false,0,0,true,true,12,5,true,false,0,false,false,16,false,false,3,0.5,4.2,7.5,10164,1.8,3,3.7,6.5,1.5,0.4,0.2,0,0.3333,1.0417,49,50,22,39,39,79,MEDIUM,0,75
